,Category,DayGrid,M+,M-,M-D,MD,MH,MN,PriceGrid,QtyGrid,QtyPriceFunction,SubsFactor,TimeFunction,Unnamed: 0
6397,123,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7035,123,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7673,123,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8311,123,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8949,123,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9587,123,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
18,125,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
656,125,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1294,125,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
1932,125,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2570,125,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3208,125,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3846,125,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4484,125,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5122,125,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5760,125,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6398,125,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7036,125,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7674,125,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8312,125,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8950,125,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9588,125,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
19,132,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
657,132,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1295,132,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
1933,132,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2571,132,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3209,132,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3847,132,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4485,132,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5123,132,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5761,132,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6399,132,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7037,132,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7675,132,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8313,132,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8951,132,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9589,132,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
20,134,30,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
658,134,NotUseDaysFactor,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1296,134,30,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
1934,134,NotUseDaysFactor,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2572,134,30,4.0071002219,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3210,134,NotUseDaysFactor,4.0071002219,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3848,134,30,4.0071002219,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4486,134,NotUseDaysFactor,4.0071002219,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5124,134,30,6.6666666667,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5762,134,NotUseDaysFactor,6.6666666667,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6400,134,30,6.6666666667,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7038,134,NotUseDaysFactor,6.6666666667,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7676,134,30,33.7440082311,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8314,134,NotUseDaysFactor,33.7440082311,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8952,134,30,33.7440082311,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9590,134,NotUseDaysFactor,33.7440082311,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
21,138,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
659,138,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1297,138,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
1935,138,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2573,138,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3211,138,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3849,138,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4487,138,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5125,138,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5763,138,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6401,138,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7039,138,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7677,138,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8315,138,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8953,138,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9591,138,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
22,156,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
660,156,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1298,156,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
1936,156,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2574,156,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3212,156,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3850,156,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4488,156,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5126,156,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5764,156,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6402,156,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7040,156,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7678,156,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8316,156,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8954,156,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9592,156,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
23,163,30,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
661,163,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1299,163,30,0.875,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
1937,163,NotUseDaysFactor,0.875,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2575,163,30,5.3954115317,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3213,163,NotUseDaysFactor,5.3954115317,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3851,163,30,7.467788608,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4489,163,NotUseDaysFactor,7.467788608,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5127,163,30,4.5,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5765,163,NotUseDaysFactor,4.5,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6403,163,30,5.25,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7041,163,NotUseDaysFactor,5.25,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7679,163,30,23.3024502655,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8317,163,NotUseDaysFactor,23.3024502655,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8955,163,30,29.5195814944,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9593,163,NotUseDaysFactor,29.5195814944,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
24,165,30,0.699122807,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
662,165,NotUseDaysFactor,0.699122807,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1300,165,30,0.7399464571,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
1938,165,NotUseDaysFactor,0.7399464571,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2576,165,30,5.0318706436,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3214,165,NotUseDaysFactor,5.0318706436,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3852,165,30,5.3050148437,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4490,165,NotUseDaysFactor,5.3050148437,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5128,165,30,4.2129675236,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5766,165,NotUseDaysFactor,4.2129675236,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6404,165,30,4.7464271756,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7042,165,NotUseDaysFactor,4.7464271756,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7680,165,30,19.4201402483,0,0,0.2,2,6,1,1,nonlinear,1.1,sigmoid,2
8318,165,NotUseDaysFactor,19.4201402483,0,0,0.2,2,6,1,1,nonlinear,1.1,sigmoid,2
8956,165,30,21.1005741166,0,0,0.2,2,6,1,1,nonlinear,2,sigmoid,2
9594,165,NotUseDaysFactor,21.1005741166,0,0,0.2,2,6,1,1,nonlinear,2,sigmoid,2
25,167,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
663,167,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1301,167,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
1939,167,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2577,167,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3215,167,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3853,167,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4491,167,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5129,167,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5767,167,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6405,167,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7043,167,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7681,167,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8319,167,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8957,167,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9595,167,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
26,168,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
664,168,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1302,168,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
1940,168,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2578,168,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3216,168,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3854,168,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4492,168,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5130,168,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5768,168,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6406,168,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7044,168,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7682,168,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8320,168,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8958,168,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9596,168,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
27,169,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
665,169,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1303,169,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
1941,169,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2579,169,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3217,169,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3855,169,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4493,169,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5131,169,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5769,169,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6407,169,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7045,169,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7683,169,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8321,169,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8959,169,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9597,169,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
28,170,30,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
666,170,NotUseDaysFactor,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1304,170,30,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
1942,170,NotUseDaysFactor,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2580,170,30,6.6520509712,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3218,170,NotUseDaysFactor,6.6520509712,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3856,170,30,6.6520509712,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4494,170,NotUseDaysFactor,6.6520509712,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5132,170,30,2.8095238095,0,0,0.5,2,2,0,1,nonlinear,1.1,sigmoid,3
5770,170,NotUseDaysFactor,2.8095238095,0,0,0.5,2,2,0,1,nonlinear,1.1,sigmoid,3
6408,170,30,2.8095238095,0,0,0.5,2,2,0,1,nonlinear,2,sigmoid,3
7046,170,NotUseDaysFactor,2.8095238095,0,0,0.5,2,2,0,1,nonlinear,2,sigmoid,3
7684,170,30,28.0336433785,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8322,170,NotUseDaysFactor,28.0336433785,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8960,170,30,28.0336433785,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9598,170,NotUseDaysFactor,28.0336433785,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
29,171,30,0.6681168831,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
667,171,NotUseDaysFactor,0.6681168831,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1305,171,30,0.6681168831,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
1943,171,NotUseDaysFactor,0.6681168831,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2581,171,30,5.1171841314,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3219,171,NotUseDaysFactor,5.1171841314,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3857,171,30,5.1171841314,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4495,171,NotUseDaysFactor,5.1171841314,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5133,171,30,5.710277585,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5771,171,NotUseDaysFactor,5.710277585,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6409,171,30,5.710277585,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7047,171,NotUseDaysFactor,5.710277585,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7685,171,30,20.7780339282,0,0,0.2,2,6,1,1,nonlinear,1.1,sigmoid,2
8323,171,NotUseDaysFactor,20.7780339282,0,0,0.2,2,6,1,1,nonlinear,1.1,sigmoid,2
8961,171,30,20.7780339282,0,0,0.2,2,6,1,1,nonlinear,2,sigmoid,2
9599,171,NotUseDaysFactor,20.7780339282,0,0,0.2,2,6,1,1,nonlinear,2,sigmoid,2
30,172,30,0.7083333333,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
668,172,NotUseDaysFactor,0.7083333333,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1306,172,30,0.8333333333,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
1944,172,NotUseDaysFactor,0.8333333333,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2582,172,30,6.616261975,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3220,172,NotUseDaysFactor,6.616261975,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3858,172,30,9.1803085593,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4496,172,NotUseDaysFactor,9.1803085593,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5134,172,30,4.6927083333,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5772,172,NotUseDaysFactor,4.6927083333,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6410,172,30,5.5208333333,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7048,172,NotUseDaysFactor,5.5208333333,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7686,172,30,28.1263789778,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8324,172,NotUseDaysFactor,28.1263789778,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8962,172,30,36.6197832884,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9600,172,NotUseDaysFactor,36.6197832884,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
31,174,30,0.6762024426,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
669,174,NotUseDaysFactor,0.6762024426,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1307,174,30,0.7095357759,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
1945,174,NotUseDaysFactor,0.7095357759,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2583,174,30,4.2416037723,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3221,174,NotUseDaysFactor,4.2416037723,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3859,174,30,4.3642500763,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4497,174,NotUseDaysFactor,4.3642500763,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5135,174,30,4.6518113611,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5773,174,NotUseDaysFactor,4.6518113611,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6411,174,30,4.7107178871,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7049,174,NotUseDaysFactor,4.7107178871,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7687,174,30,22.9006971727,0,0,0.2,2,6,1,1,nonlinear,1.1,sigmoid,2
8325,174,NotUseDaysFactor,22.9006971727,0,0,0.2,2,6,1,1,nonlinear,1.1,sigmoid,2
8963,174,30,22.9006971727,0,0,0.2,2,6,1,1,nonlinear,2,sigmoid,2
9601,174,NotUseDaysFactor,22.9006971727,0,0,0.2,2,6,1,1,nonlinear,2,sigmoid,2
32,176,30,0.6416666667,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
670,176,NotUseDaysFactor,0.6416666667,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1308,176,30,0.6416666667,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
1946,176,NotUseDaysFactor,0.6416666667,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2584,176,30,3.9992681184,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3222,176,NotUseDaysFactor,3.9992681184,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3860,176,30,3.9992681184,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4498,176,NotUseDaysFactor,3.9992681184,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5136,176,30,5.5606801792,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5774,176,NotUseDaysFactor,5.5606801792,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6412,176,30,5.5606801792,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7050,176,NotUseDaysFactor,5.5606801792,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7688,176,30,11.0510257697,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8326,176,NotUseDaysFactor,11.0510257697,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8964,176,30,11.0510257697,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9602,176,NotUseDaysFactor,11.0510257697,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
33,177,30,0.712535014,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
671,177,NotUseDaysFactor,0.712535014,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1309,177,30,0.7460466005,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
1947,177,NotUseDaysFactor,0.7460466005,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2585,177,30,5.3780474361,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3223,177,NotUseDaysFactor,5.3780474361,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3861,177,30,5.3780474361,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4499,177,NotUseDaysFactor,5.3780474361,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5137,177,30,5.1470117504,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5775,177,NotUseDaysFactor,5.1470117504,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6413,177,30,5.435151308,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7051,177,NotUseDaysFactor,5.435151308,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7689,177,30,11.0395402478,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8327,177,NotUseDaysFactor,11.0395402478,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8965,177,30,11.2423147002,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9603,177,NotUseDaysFactor,11.2423147002,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
34,178,30,0.7194444444,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
672,178,NotUseDaysFactor,0.7194444444,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1310,178,30,0.745,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
1948,178,NotUseDaysFactor,0.745,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2586,178,30,5.0777785195,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3224,178,NotUseDaysFactor,5.0777785195,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3862,178,30,5.0777785195,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4500,178,NotUseDaysFactor,5.0777785195,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5138,178,30,5.5709243565,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5776,178,NotUseDaysFactor,5.5709243565,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6414,178,30,6.2121316669,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7052,178,NotUseDaysFactor,6.2121316669,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7690,178,30,16.8256369913,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8328,178,NotUseDaysFactor,16.8256369913,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8966,178,30,17.2446774525,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9604,178,NotUseDaysFactor,17.2446774525,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
35,179,30,0.6776785714,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
673,179,NotUseDaysFactor,0.6776785714,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1311,179,30,1.5,0,0,0.5,2,2,0,0,nonlinear,2,sigmoid,3
1949,179,NotUseDaysFactor,1.5,0,0,0.5,2,2,0,0,nonlinear,2,sigmoid,3
2587,179,30,5.5660462745,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
