,graphSubscriptionFactor,graphNormalizationUpperLimit,graphNormalizationLowerLimit,graphDayFactorSmoothness,subscriptionFactor,normalizationUpperLimit,normalizationLowerLimit,dayFactorSmoothness
0,,,,,1.1,10,1,30
