,Category,M+,M-,M-D,MD,MH,MN,TimeFunction,QtyGrid,PriceGrid,QtyPriceFunction,DayGrid,SubsFactor
7,14.0,0.0,0.0,0.0,0.8,2,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
8,14.0,0.0,0.0,0.0,0.8,2,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
9,14.0,5.57142857143,0.0,0.0,1.5,2,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
10,14.0,0.0,0.0,0.0,1.5,2,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
11,14.0,0.0,0.0,0.0,1.5,2,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
12,14.0,5.57142857143,0.0,0.0,0.2,5,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
13,14.0,0.0,0.0,0.0,0.2,5,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
14,14.0,0.0,0.0,0.0,0.2,5,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
15,14.0,5.57142857143,0.0,0.0,0.5,5,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
16,14.0,0.0,0.0,0.0,0.5,5,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
17,14.0,0.0,0.0,0.0,0.5,5,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
18,14.0,5.57142857143,0.0,0.0,0.8,5,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
19,14.0,0.0,0.0,0.0,0.8,5,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
20,14.0,0.0,0.0,0.0,0.8,5,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
21,14.0,5.57142857143,0.0,0.0,1.5,5,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
22,14.0,0.0,0.0,0.0,1.5,5,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
23,14.0,0.0,0.0,0.0,1.5,5,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
0,15.0,6.40625,0.0,0.0,0.2,2,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
1,15.0,5.3125,0.0,0.0,0.2,2,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
2,15.0,0.0,0.0,0.0,0.2,2,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
3,15.0,6.40625,0.0,0.0,0.5,2,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
4,15.0,5.3125,0.0,0.0,0.5,2,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
5,15.0,0.0,0.0,0.0,0.5,2,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
6,15.0,6.40625,0.0,0.0,0.8,2,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
7,15.0,5.3125,0.0,0.0,0.8,2,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
8,15.0,0.0,0.0,0.0,0.8,2,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
9,15.0,6.40625,0.0,0.0,1.5,2,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
