,Category,M+,M-,M-D,MD,MH,MN,TimeFunction,QtyGrid,PriceGrid,QtyPriceFunction,DayGrid,SubsFactor
22,8,12.7101653108,0,0,1.5,5,4,sigmoid,True,True,nonlinear,30,1.1
23,8,13.2481020562,0,0,1.5,5,6,sigmoid,True,True,nonlinear,30,1.1
0,2050,0,0,0,0.2,2,2,sigmoid,True,True,nonlinear,30,1.1
1,2050,0,0,0,0.2,2,4,sigmoid,True,True,nonlinear,30,1.1
2,2050,0,0,0,0.2,2,6,sigmoid,True,True,nonlinear,30,1.1
3,2050,0,0,0,0.5,2,2,sigmoid,True,True,nonlinear,30,1.1
4,2050,0,0,0,0.5,2,4,sigmoid,True,True,nonlinear,30,1.1
5,2050,0,0,0,0.5,2,6,sigmoid,True,True,nonlinear,30,1.1
6,2050,0,0,0,0.8,2,2,sigmoid,True,True,nonlinear,30,1.1
7,2050,0,0,0,0.8,2,4,sigmoid,True,True,nonlinear,30,1.1
8,2050,0,0,0,0.8,2,6,sigmoid,True,True,nonlinear,30,1.1
9,2050,0,0,0,1.5,2,2,sigmoid,True,True,nonlinear,30,1.1
10,2050,0,0,0,1.5,2,4,sigmoid,True,True,nonlinear,30,1.1
11,2050,0,0,0,1.5,2,6,sigmoid,True,True,nonlinear,30,1.1
12,2050,0,0,0,0.2,5,2,sigmoid,True,True,nonlinear,30,1.1
13,2050,0,0,0,0.2,5,4,sigmoid,True,True,nonlinear,30,1.1
14,2050,0,0,0,0.2,5,6,sigmoid,True,True,nonlinear,30,1.1
15,2050,0,0,0,0.5,5,2,sigmoid,True,True,nonlinear,30,1.1
16,2050,0,0,0,0.5,5,4,sigmoid,True,True,nonlinear,30,1.1
17,2050,0,0,0,0.5,5,6,sigmoid,True,True,nonlinear,30,1.1
18,2050,0,0,0,0.8,5,2,sigmoid,True,True,nonlinear,30,1.1
19,2050,0,0,0,0.8,5,4,sigmoid,True,True,nonlinear,30,1.1
20,2050,0,0,0,0.8,5,6,sigmoid,True,True,nonlinear,30,1.1
21,2050,0,0,0,1.5,5,2,sigmoid,True,True,nonlinear,30,1.1
22,2050,0,0,0,1.5,5,4,sigmoid,True,True,nonlinear,30,1.1
23,2050,0,0,0,1.5,5,6,sigmoid,True,True,nonlinear,30,1.1
0,14,29.4272249966,0,0,0.2,2,2,sigmoid,True,True,nonlinear,30,1.1
1,14,0,0,0,0.2,2,4,sigmoid,True,True,nonlinear,30,1.1
2,14,0,0,0,0.2,2,6,sigmoid,True,True,nonlinear,30,1.1
3,14,29.4272249966,0,0,0.5,2,2,sigmoid,True,True,nonlinear,30,1.1
4,14,0,0,0,0.5,2,4,sigmoid,True,True,nonlinear,30,1.1
5,14,0,0,0,0.5,2,6,sigmoid,True,True,nonlinear,30,1.1
6,14,29.4272249966,0,0,0.8,2,2,sigmoid,True,True,nonlinear,30,1.1
7,14,0,0,0,0.8,2,4,sigmoid,True,True,nonlinear,30,1.1
8,14,0,0,0,0.8,2,6,sigmoid,True,True,nonlinear,30,1.1
9,14,29.4272249966,0,0,1.5,2,2,sigmoid,True,True,nonlinear,30,1.1
10,14,0,0,0,1.5,2,4,sigmoid,True,True,nonlinear,30,1.1
11,14,0,0,0,1.5,2,6,sigmoid,True,True,nonlinear,30,1.1
12,14,29.4272249966,0,0,0.2,5,2,sigmoid,True,True,nonlinear,30,1.1
13,14,0,0,0,0.2,5,4,sigmoid,True,True,nonlinear,30,1.1
14,14,0,0,0,0.2,5,6,sigmoid,True,True,nonlinear,30,1.1
15,14,29.4272249966,0,0,0.5,5,2,sigmoid,True,True,nonlinear,30,1.1
16,14,0,0,0,0.5,5,4,sigmoid,True,True,nonlinear,30,1.1
17,14,0,0,0,0.5,5,6,sigmoid,True,True,nonlinear,30,1.1
18,14,29.4272249966,0,0,0.8,5,2,sigmoid,True,True,nonlinear,30,1.1
19,14,0,0,0,0.8,5,4,sigmoid,True,True,nonlinear,30,1.1
20,14,0,0,0,0.8,5,6,sigmoid,True,True,nonlinear,30,1.1
21,14,29.4272249966,0,0,1.5,5,2,sigmoid,True,True,nonlinear,30,1.1
22,14,0,0,0,1.5,5,4,sigmoid,True,True,nonlinear,30,1.1
23,14,0,0,0,1.5,5,6,sigmoid,True,True,nonlinear,30,1.1
0,15,15.8745566303,0,0,0.2,2,2,sigmoid,True,True,nonlinear,30,1.1
1,15,6.1326883818,0,0,0.2,2,4,sigmoid,True,True,nonlinear,30,1.1
2,15,0,0,0,0.2,2,6,sigmoid,True,True,nonlinear,30,1.1
3,15,15.8745566303,0,0,0.5,2,2,sigmoid,True,True,nonlinear,30,1.1
4,15,6.1326883818,0,0,0.5,2,4,sigmoid,True,True,nonlinear,30,1.1
5,15,0,0,0,0.5,2,6,sigmoid,True,True,nonlinear,30,1.1
6,15,15.8745566303,0,0,0.8,2,2,sigmoid,True,True,nonlinear,30,1.1
7,15,6.1326883818,0,0,0.8,2,4,sigmoid,True,True,nonlinear,30,1.1
8,15,0,0,0,0.8,2,6,sigmoid,True,True,nonlinear,30,1.1
9,15,15.8745566303,0,0,1.5,2,2,sigmoid,True,True,nonlinear,30,1.1
